Country Name,Country Code,Indicator Name,Indicator Code,Year,education_enrollment
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,1.607630014
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,3.87480998
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,4.541820049
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,5.983679771
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,7.439819813
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,8.424799919
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,9.596650124
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,11.95718956
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,15.10608959
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,17.97689056
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,20.62059975
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,20.60955048
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,22.8453598
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,8.71375
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,9.33278
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,9.89918
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,10.92309
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,20.76833
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,20.87538
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,20.02298
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,20.54154
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,20.07776
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,19.7909
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,20.17772
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,21.44414
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,22.55879
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,24.4926
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,24.52367
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,26.14303
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,26.39949
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,28.46729
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,30.95135
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,25.6391201
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,44.45024872
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,46.74095917
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,47.59560013
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,4.61826992
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,4.600430012
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,4.857590199
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,5.097720146
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,5.202859879
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,5.475999832
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,6.143650055
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,6.360640049
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,6.326759815
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,6.263850212
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,6.142680168
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,6.085030079
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,6.230219841
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,5.793270111
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,5.800580025
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,5.99105978
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,6.200829983
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,6.462440014
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,6.70675993
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,7.030109882
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,7.567379951
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,8.496800423
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,8.752599716
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,9.078680038
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,9.488220215
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,9.688059807
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,10.16036987
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,10.61773968
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,10.67932987
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,10.75813961
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,13.25638962
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,14.2823
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,15.3144598
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,16.27593994
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,17.57253075
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,17.07389069
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,17.21491051
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,18.45581055
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,19.99008942
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,20.47180939
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,21.84793091
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,21.69767952
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,23.06212997
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,22.41867065
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,3.71017
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,4.98057
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,6.32578
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,6.99993
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,8.48013
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,10.28606
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,13.5261
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,15.65817
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,16.40129
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,16.94998
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,16.17417
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,16.10987
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,15.7408
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,16.7911
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,18.03814
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,19.88915
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,21.91708
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,22.62587
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,21.73595
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,21.09921
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,21.13859
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,19.68836
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,17.69879
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,16.27442
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,13.71076
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,12.83268
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,12.76418
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,13.02417
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,20.41189957
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,22.04291916
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,25.14311028
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,26.87867928
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,32.58655167
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,53.51187134
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,61.85089111
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,86.18537903
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,105.7839279
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,117.8914413
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,114.7840271
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,95.00228119
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,80.29585266
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,62.45130157
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,47.77119064
Curacao,CUW,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,21.24407005
Cayman Islands,CYM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,1.30066
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,1.46038
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,1.59918
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,1.42483
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,1.71267
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,2.19646
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,2.24613
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,2.86834
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,3.02886
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,2.80085
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,3.40533
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,3.96423
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,4.83485
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,5.42948
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,6.7551
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,7.93447
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,9.02724
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,10.12467
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,9.24698
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,14.07258
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,15.02813
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,17.01657
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,19.17956
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,20.9354
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,21.0324192
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,19.56232071
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,21.61252022
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,25.1022892
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,31.9636097
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,35.86368942
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,33.22082138
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,33.41991043
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,36.17380905
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,42.61800003
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,52.00389099
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,48.31158066
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,46.53973007
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,45.86359024
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,8.97456
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,8.48014
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,8.57023
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,9.29871
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,10.29098
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,11.48274
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,13.11736
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,14.59705
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,15.33644
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,16.35914
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,17.17649
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,17.52177
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,17.44106
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,16.84662
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,16.4573
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,16.19277
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,16.39002
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,16.35163
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,16.16396
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,16.05048
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,16.03141
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,14.63799
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,14.51548
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,19.60312
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,20.78567
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,21.66652
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,23.44813
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,23.88066
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,25.56303024
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,28.42699051
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,30.07788086
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,34.60980988
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,37.30648041
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,44.20706177
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,48.90877151
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,50.6470108
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,54.48955917
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,58.05345154
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,60.68259811
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,63.21221924
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,64.58364105
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,64.17337799
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,63.08301163
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,32.96439
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,34.62407
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,38.40567
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,41.26176
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,43.86664
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,45.34527
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,46.36132
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,59.97615051
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,0
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,0
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,0
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,0
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,0.09376
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,0.106
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,0.12774
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,0.20937
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,0.2489
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,0.251239985
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,0.267179996
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,0.690479994
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,1.016530037
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,1.274230003
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,1.588770032
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,2.321280003
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,2.53621006
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,2.738320112
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,2.737360001
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,3.409719944
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,3.406970024
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,4.919849873
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,0.7417
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,0.68332
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,0.71293
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,0.84179
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,5.88799
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,9.4649
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,7.22496
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,18.85829
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,22.06874
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,25.37406
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,27.66629
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,28.54543
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,30.06052
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,30.17592
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,31.94283
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,28.27469
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,28.38111
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,28.2725
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,27.96577
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,28.5613
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,28.77197
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,28.83612
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,29.11192
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,29.63173
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,30.61252
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,31.87901
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,34.12242
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,36.48846
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,38.66211
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,42.74794
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,44.68538
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,45.47641
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,47.83077
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,52.48291
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,55.84922028
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,57.2492981
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,60.02825928
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,63.53509903
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,67.53727722
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,74.44243622
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,80.42933655
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,79.06494141
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,78.57611847
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,75.67537689
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,74.2567215
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,73.58181
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,76.80114746
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,79.59763336
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,82.43540192
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,6.25319
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,7.61429
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,8.19695
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,8.85495
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,18.48152
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,22.52808
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,33.32915115
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,46.3773613
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,9.10731
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,8.89758
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,10.2256
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,10.91436
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,11.01804
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,10.85202
